TrialID,effort_category,modality_specific_effort_category,COP_tertile,arm_tertile,envelope_tertile
29_2_75_p0,Medium Effort,Low Effort,1st,1st,2nd
29_2_78_p0,Low Effort,Low Effort,1st,1st,1st
29_2_83_p0,High Effort,High Effort,3rd,3rd,3rd
29_2_90_p1,Medium Effort,Low Effort,1st,2nd,1st
29_2_92_p1,Low Effort,Low Effort,1st,1st,1st
29_2_95_p1,Medium Effort,Low Effort,2nd,1st,1st
29_2_9_p0,Medium Effort,Low Effort,1st,2nd,3rd
2_2_103_p1,High Effort,High Effort,3rd,3rd,3rd
2_2_10_p0,Medium Effort,Medium Effort,3rd,1st,2nd
2_2_13_p0,High Effort,Medium Effort,2nd,2nd,3rd
2_2_21_p1,Medium Effort,Medium Effort,3rd,1st,2nd
2_2_24_p1,High Effort,Medium Effort,3rd,3rd,2nd
2_2_27_p1,High Effort,Medium Effort,2nd,3rd,2nd
2_2_32_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
2_2_35_p1,High Effort,Medium Effort,3rd,3rd,2nd
2_2_41_p0,Medium Effort,Medium Effort,2nd,1st,2nd
2_2_47_p0,High Effort,Medium Effort,2nd,3rd,3rd
2_2_4_p0,High Effort,Medium Effort,3rd,2nd,2nd
2_2_50_p0,Medium Effort,Medium Effort,1st,2nd,3rd
2_2_61_p1,Medium Effort,Medium Effort,1st,2nd,3rd
2_2_64_p1,High Effort,High Effort,3rd,2nd,3rd
2_2_67_p1,High Effort,Medium Effort,3rd,2nd,2nd
2_2_78_p0,Medium Effort,Medium Effort,2nd,2nd,1st
2_2_7_p0,Medium Effort,Low Effort,2nd,1st,2nd
2_2_81_p0,Medium Effort,Medium Effort,3rd,1st,1st
2_2_84_p0,High Effort,Medium Effort,3rd,2nd,2nd
2_2_86_p0,High Effort,High Effort,3rd,3rd,3rd
2_2_89_p0,Medium Effort,Low Effort,1st,1st,2nd
2_2_95_p1,High Effort,Medium Effort,2nd,3rd,2nd
30_2_100_p1,High Effort,Medium Effort,3rd,1st,3rd
30_2_103_p1,High Effort,Medium Effort,3rd,1st,3rd
30_2_105_p1,High Effort,Medium Effort,3rd,2nd,2nd
30_2_109_p1,High Effort,Medium Effort,3rd,2nd,2nd
30_2_12_p0,Medium Effort,Medium Effort,1st,1st,3rd
30_2_15_p0,Low Effort,Low Effort,1st,1st,1st
30_2_19_p0,Medium Effort,Low Effort,1st,1st,2nd
30_2_26_p1,High Effort,Medium Effort,3rd,3rd,2nd
30_2_30_p1,High Effort,High Effort,3rd,3rd,3rd
30_2_32_p1,Medium Effort,Low Effort,2nd,2nd,1st
30_2_34_p1,High Effort,Medium Effort,2nd,3rd,2nd
30_2_37_p1,High Effort,Medium Effort,3rd,2nd,2nd
30_2_47_p0,Medium Effort,Low Effort,2nd,1st,2nd
30_2_50_p0,Medium Effort,Low Effort,1st,2nd,3rd
30_2_53_p0,Medium Effort,Low Effort,2nd,1st,3rd
30_2_63_p1,High Effort,Medium Effort,2nd,3rd,3rd
30_2_66_p1,Medium Effort,Low Effort,2nd,1st,3rd
30_2_69_p1,Medium Effort,Medium Effort,3rd,2nd,1st
30_2_6_p0,Low Effort,Low Effort,1st,1st,1st
30_2_72_p1,High Effort,High Effort,3rd,3rd,3rd
30_2_75_p1,High Effort,Medium Effort,2nd,2nd,3rd
30_2_82_p0,High Effort,Medium Effort,3rd,2nd,2nd
30_2_85_p0,High Effort,Medium Effort,3rd,1st,3rd
30_2_88_p0,Medium Effort,Low Effort,2nd,1st,1st
30_2_96_p1,Medium Effort,Medium Effort,3rd,2nd,1st
30_2_9_p0,Low Effort,Low Effort,1st,1st,1st
31_2_11_p0,High Effort,Medium Effort,2nd,3rd,2nd
31_2_14_p0,High Effort,Medium Effort,2nd,2nd,3rd
31_2_18_p0,Medium Effort,Medium Effort,3rd,1st,1st
31_2_5_p0,Medium Effort,Low Effort,1st,1st,2nd
31_2_8_p0,Medium Effort,Medium Effort,3rd,1st,2nd
31_2_103_p1,Medium Effort,Medium Effort,3rd,1st,2nd
31_2_106_p1,Medium Effort,Medium Effort,3rd,1st,2nd
31_2_24_p1,Medium Effort,Low Effort,2nd,1st,1st
31_2_27_p1,Medium Effort,Medium Effort,3rd,2nd,1st
31_2_30_p1,Medium Effort,Medium Effort,3rd,1st,1st
31_2_41_p0,High Effort,Medium Effort,2nd,2nd,3rd
31_2_44_p0,Low Effort,Low Effort,1st,1st,1st
31_2_49_p0,Medium Effort,Medium Effort,2nd,1st,2nd
31_2_52_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
31_2_59_p1,Low Effort,Low Effort,1st,1st,1st
31_2_62_p1,Medium Effort,Low Effort,1st,1st,2nd
31_2_65_p1,Medium Effort,Medium Effort,2nd,1st,3rd
31_2_68_p1,Medium Effort,Medium Effort,2nd,1st,3rd
31_2_71_p1,High Effort,High Effort,3rd,1st,3rd
31_2_74_p1,Medium Effort,Low Effort,1st,2nd,1st
31_2_81_p0,Medium Effort,Low Effort,3rd,1st,1st
31_2_85_p0,Medium Effort,Low Effort,2nd,1st,2nd
31_2_89_p0,Medium Effort,Medium Effort,3rd,1st,2nd
31_2_99_p1,Medium Effort,Medium Effort,2nd,1st,3rd
32_2_101_p1,Medium Effort,Low Effort,1st,1st,2nd
32_2_104_p1,Low Effort,Low Effort,1st,1st,1st
32_2_107_p1,Low Effort,Low Effort,1st,1st,1st
32_2_109_p1,Low Effort,Low Effort,1st,1st,1st
32_2_112_p1,Medium Effort,Low Effort,1st,2nd,1st
32_2_11_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
32_2_22_p1,Low Effort,Low Effort,1st,1st,1st
32_2_25_p1,Medium Effort,Low Effort,1st,2nd,1st
32_2_29_p1,Medium Effort,Low Effort,2nd,1st,1st
32_2_31_p1,Medium Effort,Medium Effort,2nd,2nd,1st
32_2_33_p1,Medium Effort,Low Effort,2nd,1st,1st
32_2_37_p0,High Effort,Medium Effort,2nd,2nd,3rd
32_2_40_p0,High Effort,Medium Effort,2nd,3rd,2nd
32_2_45_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
32_2_4_p0,Medium Effort,Medium Effort,2nd,2nd,1st
32_2_54_p1,Medium Effort,Low Effort,2nd,1st,1st
32_2_56_p1,Medium Effort,Low Effort,2nd,1st,1st
32_2_60_p1,Low Effort,Low Effort,1st,1st,1st
32_2_64_p1,Medium Effort,Low Effort,2nd,1st,1st
32_2_72_p0,High Effort,Medium Effort,2nd,2nd,3rd
32_2_74_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
32_2_77_p0,Medium Effort,Medium Effort,2nd,1st,3rd
32_2_80_p0,High Effort,Medium Effort,2nd,2nd,3rd
32_2_83_p0,Medium Effort,Low Effort,1st,2nd,1st
32_2_85_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
32_2_88_p0,Medium Effort,Low Effort,2nd,2nd,1st
32_2_8_p0,Low Effort,Low Effort,1st,1st,1st
32_2_95_p1,Low Effort,Low Effort,1st,1st,1st
32_2_98_p1,Low Effort,Low Effort,1st,1st,1st
33_2_104_p1,High Effort,Medium Effort,3rd,2nd,3rd
33_2_107_p1,High Effort,Medium Effort,2nd,2nd,3rd
33_2_10_p0,Medium Effort,Medium Effort,2nd,2nd,1st
33_2_16_p0,Low Effort,Low Effort,1st,1st,1st
33_2_24_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
33_2_38_p0,Low Effort,Low Effort,1st,1st,1st
33_2_41_p0,Medium Effort,Low Effort,2nd,2nd,1st
33_2_44_p0,Low Effort,Low Effort,1st,1st,1st
33_2_48_p0,Low Effort,Low Effort,1st,1st,1st
33_2_51_p0,Medium Effort,Low Effort,1st,1st,2nd
33_2_57_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
33_2_60_p1,Medium Effort,Low Effort,2nd,2nd,1st
33_2_63_p1,Medium Effort,Low Effort,1st,2nd,1st
33_2_65_p1,High Effort,High Effort,3rd,3rd,3rd
33_2_68_p1,Low Effort,Low Effort,1st,1st,1st
33_2_71_p1,Medium Effort,Low Effort,1st,1st,2nd
33_2_74_p1,Medium Effort,Low Effort,1st,2nd,1st
33_2_7_p0,Medium Effort,Medium Effort,3rd,2nd,1st
33_2_80_p0,Medium Effort,Low Effort,3rd,1st,1st
33_2_83_p0,Medium Effort,Low Effort,1st,2nd,2nd
33_2_86_p0,High Effort,Medium Effort,3rd,3rd,2nd
33_2_88_p0,Medium Effort,Low Effort,1st,2nd,2nd
33_2_97_p1,High Effort,Medium Effort,3rd,3rd,2nd
33_2_99_p1,Medium Effort,Low Effort,1st,2nd,1st
34_2_13_p0,Medium Effort,Low Effort,1st,1st,2nd
34_2_16_p0,High Effort,Medium Effort,1st,3rd,3rd
34_2_25_p1,Medium Effort,Medium Effort,1st,1st,3rd
34_2_28_p1,Medium Effort,Low Effort,1st,2nd,2nd
34_2_31_p1,Medium Effort,Low Effort,1st,3rd,2nd
34_2_34_p1,Low Effort,Low Effort,1st,1st,1st
34_2_37_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
34_2_48_p0,Medium Effort,Low Effort,1st,2nd,3rd
34_2_54_p0,Medium Effort,Low Effort,1st,2nd,3rd
34_2_60_p1,Medium Effort,Low Effort,2nd,1st,1st
34_2_63_p1,Medium Effort,Low Effort,1st,2nd,3rd
34_2_6_p0,High Effort,Medium Effort,1st,3rd,3rd
34_2_74_p0,Medium Effort,Low Effort,1st,3rd,1st
34_2_77_p0,Low Effort,Low Effort,1st,1st,1st
34_2_80_p0,Medium Effort,Low Effort,1st,1st,3rd
34_2_87_p1,Medium Effort,Low Effort,2nd,1st,2nd
34_2_91_p1,Low Effort,Low Effort,1st,1st,1st
34_2_9_p0,Medium Effort,Medium Effort,1st,2nd,3rd
35_2_102_p1,High Effort,Medium Effort,2nd,2nd,3rd
35_2_12_p0,Medium Effort,Low Effort,1st,1st,3rd
35_2_21_p1,High Effort,High Effort,3rd,3rd,2nd
35_2_24_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
35_2_27_p1,Medium Effort,Low Effort,1st,2nd,2nd
35_2_29_p1,High Effort,Medium Effort,2nd,3rd,3rd
35_2_33_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
35_2_36_p1,High Effort,Medium Effort,2nd,2nd,3rd
35_2_45_p0,High Effort,Medium Effort,3rd,2nd,2nd
35_2_58_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
35_2_61_p1,Medium Effort,Medium Effort,3rd,2nd,1st
35_2_6_p0,High Effort,High Effort,3rd,3rd,1st
35_2_70_p0,High Effort,Medium Effort,2nd,2nd,3rd
35_2_73_p0,Medium Effort,Medium Effort,1st,2nd,3rd
35_2_76_p0,High Effort,Medium Effort,2nd,3rd,3rd
35_2_79_p0,Medium Effort,Medium Effort,3rd,2nd,1st
35_2_82_p0,High Effort,Medium Effort,2nd,3rd,3rd
35_2_93_p1,Medium Effort,Medium Effort,2nd,1st,3rd
35_2_96_p1,High Effort,Medium Effort,2nd,2nd,3rd
35_2_99_p1,Medium Effort,Medium Effort,2nd,1st,3rd
35_2_9_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
36_2_10_p0,Medium Effort,Low Effort,1st,2nd,2nd
36_2_13_p0,High Effort,Medium Effort,3rd,3rd,2nd
36_2_16_p0,Medium Effort,Medium Effort,2nd,1st,2nd
36_2_19_p0,Low Effort,Low Effort,1st,1st,1st
36_2_25_p1,Medium Effort,Low Effort,1st,1st,2nd
36_2_28_p1,Medium Effort,Low Effort,1st,1st,2nd
36_2_31_p1,Medium Effort,Medium Effort,1st,1st,3rd
36_2_34_p1,Medium Effort,Low Effort,1st,1st,2nd
36_2_37_p1,Low Effort,Low Effort,1st,1st,1st
36_2_40_p1,Medium Effort,Low Effort,1st,1st,2nd
36_2_43_p1,Medium Effort,Low Effort,1st,1st,2nd
36_2_4_p0,Medium Effort,Low Effort,1st,1st,2nd
36_2_7_p0,Low Effort,Low Effort,1st,1st,1st
36_2_100_p0,Medium Effort,Low Effort,1st,1st,2nd
36_2_104_p1,Low Effort,Low Effort,1st,1st,1st
36_2_107_p1,High Effort,High Effort,3rd,3rd,1st
36_2_112_p1,Medium Effort,Low Effort,1st,2nd,2nd
36_2_50_p0,High Effort,Medium Effort,3rd,2nd,2nd
36_2_53_p0,High Effort,Medium Effort,2nd,3rd,2nd
36_2_56_p0,Low Effort,Low Effort,1st,1st,1st
36_2_58_p0,High Effort,Medium Effort,3rd,3rd,1st
36_2_61_p0,High Effort,Medium Effort,2nd,3rd,2nd
36_2_64_p0,High Effort,Medium Effort,3rd,2nd,2nd
36_2_71_p1,Medium Effort,Low Effort,2nd,1st,2nd
36_2_75_p1,Low Effort,Low Effort,1st,1st,1st
36_2_78_p1,Low Effort,Low Effort,1st,1st,1st
36_2_81_p1,Medium Effort,Low Effort,3rd,1st,1st
36_2_90_p0,High Effort,High Effort,3rd,3rd,1st
36_2_93_p0,Medium Effort,Low Effort,1st,2nd,1st
36_2_98_p0,Medium Effort,Medium Effort,1st,3rd,2nd
37_2_103_p1,Medium Effort,Low Effort,3rd,1st,1st
37_2_108_p1,High Effort,Medium Effort,3rd,3rd,1st
37_2_110_p1,Medium Effort,Medium Effort,3rd,2nd,1st
37_2_12_p0,Medium Effort,Medium Effort,2nd,3rd,1st
37_2_16_p0,Medium Effort,Medium Effort,3rd,2nd,1st
37_2_23_p1,High Effort,High Effort,3rd,3rd,2nd
37_2_25_p1,Medium Effort,Medium Effort,3rd,1st,1st
37_2_27_p1,Medium Effort,Medium Effort,3rd,1st,1st
37_2_30_p1,High Effort,High Effort,3rd,3rd,3rd
37_2_33_p1,High Effort,Medium Effort,2nd,2nd,3rd
37_2_36_p1,Medium Effort,Low Effort,1st,2nd,1st
37_2_44_p0,Low Effort,Low Effort,1st,1st,1st
37_2_47_p0,Medium Effort,Low Effort,2nd,1st,1st
37_2_4_p0,Medium Effort,Low Effort,1st,2nd,1st
37_2_50_p0,Medium Effort,Low Effort,2nd,1st,1st
37_2_53_p0,Medium Effort,Low Effort,2nd,2nd,1st
37_2_56_p0,Medium Effort,Low Effort,2nd,2nd,1st
37_2_59_p0,High Effort,Medium Effort,3rd,2nd,2nd
37_2_62_p0,Medium Effort,Low Effort,2nd,2nd,1st
37_2_71_p1,Medium Effort,Medium Effort,3rd,1st,2nd
37_2_75_p1,Low Effort,Low Effort,1st,1st,1st
37_2_79_p1,Medium Effort,Medium Effort,3rd,1st,2nd
37_2_7_p0,High Effort,High Effort,3rd,3rd,1st
37_2_82_p1,High Effort,Medium Effort,3rd,2nd,2nd
37_2_88_p0,Medium Effort,Low Effort,1st,3rd,1st
37_2_90_p0,High Effort,Medium Effort,2nd,3rd,2nd
37_2_92_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
37_2_95_p0,Medium Effort,Medium Effort,2nd,3rd,1st
37_2_9_p0,Medium Effort,Medium Effort,2nd,3rd,1st
38_2_100_p1,Medium Effort,Low Effort,1st,1st,2nd
38_2_104_p1,Medium Effort,Low Effort,1st,1st,2nd
38_2_106_p1,Low Effort,Low Effort,1st,1st,1st
38_2_109_p1,Medium Effort,Medium Effort,1st,1st,3rd
38_2_112_p1,Medium Effort,Medium Effort,1st,1st,3rd
38_2_11_p0,Medium Effort,Medium Effort,2nd,2nd,1st
38_2_14_p0,Medium Effort,Low Effort,1st,2nd,1st
38_2_18_p0,Low Effort,Low Effort,1st,1st,1st
38_2_21_p0,Medium Effort,Low Effort,1st,2nd,1st
38_2_29_p1,Medium Effort,Low Effort,1st,2nd,3rd
38_2_32_p1,Medium Effort,Low Effort,1st,2nd,2nd
38_2_35_p1,Medium Effort,Low Effort,1st,2nd,2nd
38_2_44_p0,Low Effort,Low Effort,1st,1st,1st
38_2_49_p0,Medium Effort,Low Effort,2nd,2nd,1st
38_2_51_p0,Medium Effort,Low Effort,2nd,2nd,1st
38_2_59_p1,Medium Effort,Medium Effort,2nd,3rd,1st
38_2_5_p0,Medium Effort,Medium Effort,2nd,2nd,1st
38_2_62_p1,High Effort,Medium Effort,3rd,2nd,3rd
38_2_69_p1,Low Effort,Low Effort,1st,1st,1st
38_2_75_p0,Medium Effort,Medium Effort,2nd,1st,3rd
38_2_78_p0,Low Effort,Low Effort,1st,1st,1st
38_2_81_p0,Medium Effort,Low Effort,2nd,1st,1st
38_2_84_p0,Low Effort,Low Effort,1st,1st,1st
38_2_87_p0,Low Effort,Low Effort,1st,1st,1st
38_2_89_p0,Medium Effort,Medium Effort,3rd,2nd,1st
38_2_8_p0,Medium Effort,Low Effort,2nd,1st,1st
38_2_97_p1,Medium Effort,Low Effort,1st,1st,2nd
39_2_100_p1,Medium Effort,Low Effort,2nd,1st,2nd
39_2_103_p1,Medium Effort,Low Effort,1st,1st,3rd
39_2_107_p1,High Effort,Medium Effort,2nd,2nd,3rd
39_2_110_p1,High Effort,Medium Effort,2nd,3rd,3rd
39_2_11_p0,Medium Effort,Medium Effort,2nd,1st,2nd
39_2_14_p0,Medium Effort,Low Effort,2nd,2nd,1st
39_2_17_p0,High Effort,Medium Effort,3rd,2nd,2nd
39_2_20_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
39_2_23_p0,High Effort,Medium Effort,2nd,3rd,2nd
39_2_30_p1,Medium Effort,Low Effort,1st,1st,2nd
39_2_34_p1,Medium Effort,Medium Effort,1st,1st,3rd
39_2_37_p1,Medium Effort,Low Effort,1st,2nd,1st
39_2_40_p1,Medium Effort,Low Effort,1st,2nd,2nd
39_2_43_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
39_2_46_p1,Medium Effort,Medium Effort,2nd,1st,3rd
39_2_56_p0,High Effort,Medium Effort,3rd,1st,3rd
39_2_58_p0,High Effort,Medium Effort,2nd,3rd,3rd
39_2_5_p0,High Effort,Medium Effort,2nd,2nd,3rd
39_2_62_p0,High Effort,Medium Effort,3rd,2nd,2nd
39_2_71_p1,Medium Effort,Low Effort,1st,2nd,2nd
39_2_74_p1,Low Effort,Low Effort,1st,1st,1st
39_2_77_p1,High Effort,Medium Effort,2nd,3rd,2nd
39_2_88_p0,Medium Effort,Low Effort,2nd,1st,1st
39_2_8_p0,Medium Effort,Medium Effort,2nd,1st,3rd
39_2_92_p0,Medium Effort,Medium Effort,3rd,1st,1st
3_2_10_p0,Low Effort,Low Effort,1st,1st,1st
3_2_13_p0,Medium Effort,Low Effort,1st,2nd,1st
3_2_16_p0,Medium Effort,Low Effort,1st,1st,2nd
3_2_19_p0,Low Effort,Low Effort,1st,1st,1st
3_2_26_p1,Medium Effort,Low Effort,1st,2nd,2nd
3_2_29_p1,High Effort,Medium Effort,2nd,2nd,3rd
3_2_34_p1,Medium Effort,Low Effort,1st,2nd,1st
3_2_43_p0,High Effort,Medium Effort,2nd,3rd,2nd
3_2_47_p0,High Effort,High Effort,3rd,3rd,1st
3_2_4_p0,Medium Effort,Medium Effort,2nd,1st,2nd
3_2_50_p0,Medium Effort,Medium Effort,2nd,2nd,1st
3_2_57_p1,High Effort,Medium Effort,2nd,3rd,2nd
3_2_61_p1,High Effort,High Effort,3rd,3rd,1st
3_2_65_p1,High Effort,Medium Effort,3rd,2nd,3rd
3_2_6_p0,Medium Effort,Medium Effort,1st,1st,3rd
3_2_73_p0,Medium Effort,Medium Effort,2nd,3rd,1st
3_2_75_p0,High Effort,High Effort,3rd,3rd,3rd
3_2_78_p0,High Effort,Medium Effort,3rd,2nd,2nd
3_2_87_p1,High Effort,High Effort,3rd,3rd,3rd
3_2_89_p1,Medium Effort,Medium Effort,3rd,2nd,1st
3_2_92_p1,Medium Effort,Medium Effort,3rd,2nd,1st
40_2_101_p1,High Effort,High Effort,3rd,3rd,1st
40_2_103_p1,Medium Effort,Medium Effort,2nd,3rd,1st
40_2_105_p1,High Effort,Medium Effort,2nd,3rd,2nd
40_2_10_p0,Medium Effort,Medium Effort,1st,2nd,3rd
40_2_13_p0,Medium Effort,Low Effort,1st,2nd,1st
40_2_16_p0,Medium Effort,Low Effort,1st,2nd,1st
40_2_19_p0,High Effort,Medium Effort,3rd,3rd,1st
40_2_21_p0,Medium Effort,Low Effort,3rd,1st,1st
40_2_28_p1,Medium Effort,Low Effort,1st,3rd,1st
40_2_31_p1,High Effort,Medium Effort,3rd,3rd,2nd
40_2_36_p1,High Effort,Medium Effort,3rd,3rd,1st
40_2_42_p0,Medium Effort,Low Effort,1st,2nd,1st
40_2_45_p0,Medium Effort,Low Effort,1st,2nd,1st
40_2_48_p0,Medium Effort,Medium Effort,1st,2nd,3rd
40_2_4_p0,High Effort,Medium Effort,3rd,3rd,2nd
40_2_51_p0,Low Effort,Low Effort,1st,1st,1st
40_2_54_p0,Medium Effort,Low Effort,1st,3rd,1st
40_2_57_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
40_2_67_p1,Medium Effort,Low Effort,1st,2nd,2nd
40_2_70_p1,Low Effort,Low Effort,1st,1st,1st
40_2_73_p1,Medium Effort,Low Effort,1st,2nd,1st
40_2_77_p1,Medium Effort,Low Effort,1st,2nd,1st
40_2_7_p0,High Effort,Medium Effort,2nd,3rd,2nd
40_2_83_p0,Medium Effort,Low Effort,2nd,1st,1st
40_2_85_p0,Medium Effort,Low Effort,2nd,1st,1st
40_2_89_p0,Medium Effort,Low Effort,2nd,1st,1st
40_2_93_p0,Medium Effort,Low Effort,2nd,1st,1st
41_2_13_p1,Low Effort,Low Effort,1st,1st,1st
41_2_17_p1,Medium Effort,Medium Effort,3rd,2nd,1st
41_2_21_p1,Medium Effort,Medium Effort,2nd,2nd,1st
41_2_30_p0,Medium Effort,Medium Effort,1st,1st,3rd
41_2_34_p0,Medium Effort,Medium Effort,2nd,1st,2nd
41_2_37_p0,Medium Effort,Medium Effort,2nd,1st,3rd
41_2_40_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
41_2_43_p0,Low Effort,Low Effort,1st,1st,1st
41_2_46_p0,Medium Effort,Medium Effort,2nd,1st,2nd
41_2_51_p1,Medium Effort,Medium Effort,1st,2nd,3rd
41_2_54_p1,Medium Effort,Low Effort,1st,1st,2nd
41_2_57_p1,Medium Effort,Low Effort,1st,2nd,2nd
41_2_61_p1,Medium Effort,Low Effort,2nd,3rd,1st
41_2_64_p1,Medium Effort,Low Effort,1st,2nd,2nd
41_2_71_p0,Low Effort,Low Effort,1st,1st,1st
41_2_74_p0,Medium Effort,Low Effort,2nd,2nd,1st
41_2_76_p0,Medium Effort,Low Effort,1st,2nd,1st
41_2_7_p0,Medium Effort,Medium Effort,2nd,2nd,1st
41_2_81_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
41_2_88_p1,Medium Effort,Low Effort,2nd,2nd,1st
41_2_91_p1,Medium Effort,Low Effort,2nd,2nd,1st
41_2_95_p1,High Effort,Medium Effort,3rd,2nd,2nd
41_2_98_p1,Medium Effort,Medium Effort,2nd,3rd,1st
45_2_105_p1,Medium Effort,Low Effort,2nd,1st,2nd
45_2_109_p1,Medium Effort,Low Effort,2nd,1st,2nd
45_2_10_p0,Medium Effort,Low Effort,1st,1st,2nd
45_2_112_p1,Medium Effort,Low Effort,3rd,1st,1st
45_2_114_p1,Medium Effort,Low Effort,2nd,1st,2nd
45_2_13_p0,Low Effort,Low Effort,1st,1st,1st
45_2_16_p0,Medium Effort,Low Effort,1st,1st,2nd
45_2_25_p1,Medium Effort,Medium Effort,2nd,1st,3rd
45_2_28_p1,Medium Effort,Medium Effort,2nd,1st,2nd
45_2_31_p1,Medium Effort,Low Effort,1st,1st,2nd
45_2_34_p1,Low Effort,Low Effort,1st,1st,1st
45_2_37_p1,Medium Effort,Low Effort,1st,1st,2nd
45_2_39_p1,Medium Effort,Low Effort,2nd,1st,1st
45_2_42_p1,Medium Effort,Medium Effort,1st,1st,3rd
45_2_48_p0,Medium Effort,Medium Effort,3rd,1st,1st
45_2_4_p0,Medium Effort,Low Effort,2nd,1st,1st
45_2_51_p0,Medium Effort,Medium Effort,3rd,2nd,1st
45_2_54_p0,Medium Effort,Medium Effort,3rd,1st,1st
45_2_65_p1,Medium Effort,Medium Effort,3rd,1st,1st
45_2_69_p1,Medium Effort,Medium Effort,3rd,1st,1st
45_2_73_p1,High Effort,Medium Effort,3rd,2nd,2nd
45_2_76_p1,Medium Effort,Medium Effort,3rd,1st,1st
45_2_78_p1,High Effort,Medium Effort,3rd,2nd,2nd
45_2_7_p0,Medium Effort,Low Effort,2nd,1st,1st
45_2_82_p0,Medium Effort,Low Effort,2nd,1st,1st
45_2_85_p0,Medium Effort,Medium Effort,2nd,2nd,2nd
45_2_88_p0,Medium Effort,Medium Effort,2nd,1st,3rd
45_2_90_p0,Medium Effort,Low Effort,3rd,1st,1st
45_2_92_p0,Low Effort,Low Effort,1st,1st,1st
45_2_96_p0,Medium Effort,Low Effort,3rd,1st,1st
46_2_10_p0,High Effort,High Effort,3rd,3rd,1st
46_2_17_p1,High Effort,Medium Effort,3rd,2nd,3rd
46_2_20_p1,High Effort,Medium Effort,3rd,1st,3rd
46_2_32_p0,High Effort,Medium Effort,2nd,2nd,3rd
46_2_36_p0,Medium Effort,Low Effort,1st,2nd,1st
46_2_39_p0,Medium Effort,Medium Effort,2nd,1st,2nd
46_2_42_p0,Medium Effort,Medium Effort,2nd,1st,2nd
46_2_45_p0,Medium Effort,Low Effort,1st,2nd,2nd
46_2_4_p0,Medium Effort,Medium Effort,2nd,2nd,1st
46_2_55_p1,Medium Effort,Medium Effort,2nd,1st,3rd
46_2_58_p1,Medium Effort,Medium Effort,3rd,1st,2nd
46_2_61_p1,Low Effort,Low Effort,1st,1st,1st
46_2_64_p1,Medium Effort,Low Effort,1st,1st,2nd
46_2_67_p1,Medium Effort,Low Effort,1st,1st,2nd
46_2_69_p1,Medium Effort,Medium Effort,1st,2nd,3rd
46_2_75_p0,High Effort,Medium Effort,3rd,2nd,3rd
46_2_78_p0,Medium Effort,Medium Effort,3rd,2nd,1st
46_2_7_p0,Medium Effort,Medium Effort,2nd,2nd,1st
46_2_80_p0,Medium Effort,Low Effort,2nd,2nd,1st
46_2_84_p0,Medium Effort,Low Effort,1st,1st,2nd
46_2_90_p1,Medium Effort,Medium Effort,2nd,1st,3rd
46_2_92_p1,High Effort,High Effort,3rd,3rd,3rd
46_2_95_p1,Medium Effort,Low Effort,2nd,1st,2nd
46_2_98_p1,Medium Effort,Low Effort,2nd,2nd,1st
48_2_100_p1,Low Effort,Low Effort,1st,1st,1st
48_2_11_p0,Medium Effort,Low Effort,1st,1st,2nd
48_2_18_p1,High Effort,High Effort,3rd,3rd,3rd
48_2_21_p1,Medium Effort,Low Effort,2nd,2nd,1st
48_2_24_p1,High Effort,Medium Effort,3rd,3rd,2nd
48_2_26_p1,High Effort,Medium Effort,2nd,3rd,3rd
48_2_29_p1,Medium Effort,Medium Effort,3rd,1st,2nd
48_2_38_p0,High Effort,Medium Effort,3rd,2nd,2nd
48_2_3_p0,High Effort,Medium Effort,3rd,3rd,1st
48_2_42_p0,Medium Effort,Low Effort,2nd,1st,1st
48_2_44_p0,High Effort,Medium Effort,2nd,3rd,2nd
48_2_51_p1,Medium Effort,Medium Effort,3rd,1st,2nd
48_2_54_p1,Medium Effort,Medium Effort,2nd,2nd,2nd
48_2_5_p0,Medium Effort,Medium Effort,2nd,3rd,1st
48_2_60_p1,High Effort,Medium Effort,3rd,2nd,2nd
48_2_70_p0,Medium Effort,Medium Effort,1st,2nd,3rd
48_2_73_p0,Low Effort,Low Effort,1st,1st,1st
48_2_76_p0,Medium Effort,Low Effort,2nd,2nd,1st
48_2_79_p0,Medium Effort,Low Effort,1st,1st,2nd
48_2_87_p1,High Effort,Medium Effort,2nd,2nd,3rd
48_2_89_p1,Medium Effort,Medium Effort,1st,1st,3rd
