TrialID,response_time_sec,prep_time_sec
47_2_46_p0,4.744,1.292
47_2_47_p0,6.107,0.194
47_2_48_p0,2.629,2.267
47_2_49_p0,5.743,2.963
47_2_50_p0,3.161,1.331
47_2_51_p0,4.643,2.274
47_2_52_p0,2.014,1.516
47_2_55_p1,2.028,5.675
47_2_56_p1,2.864,2.316
47_2_57_p1,14.183,6.359
47_2_58_p1,2.94,5.85
47_2_59_p1,2.81,4.989
47_2_60_p1,8.834,5.313
47_2_61_p1,6.653,2.413
47_2_62_p1,1.939,0.976
47_2_63_p1,8.49,4.38
47_2_64_p1,2.3,3.142
47_2_65_p1,13.03,1.542
47_2_66_p1,4.057,4.392
47_2_67_p1,10.506,5.042
47_2_68_p1,11.705,4.399
47_2_69_p1,13.659,8.611
47_2_70_p1,2.643,4.623
47_2_71_p1,3.138,4.337
47_2_72_p1,2.44,5.586
47_2_73_p1,8.398,4.344
47_2_74_p1,9.4,1.098
47_2_75_p1,3.466,3.042
47_2_82_p0,7.303,2.734
47_2_83_p0,2.197,2.223
47_2_84_p0,3.868,3.251
47_2_85_p0,2.809,3.247
47_2_86_p0,2.599,1.824
47_2_87_p0,2.889,2.959
47_2_88_p0,2.194,4.022
47_2_89_p0,4.051,4.713
47_2_90_p0,8.252,2.622
47_2_91_p0,1.434,2.332
47_2_92_p0,3.865,2.202
47_2_93_p0,12.408,3.065
47_2_94_p0,10.844,1.853
47_2_95_p0,2.705,0.753
47_2_98_p1,4.363,1.984
47_2_99_p1,2.75,3.268
47_2_100_p1,3.868,5.907
47_2_101_p1,1.729,2.655
47_2_102_p1,3.152,2.13
47_2_103_p1,2.093,2.473
47_2_104_p1,2.307,1.672
47_2_105_p1,2.86,5.31
47_2_106_p1,4.44,1.467
47_2_107_p1,3.768,3.174
47_2_108_p1,3.237,2.738
48_2_3_p0,1.732,3.115
48_2_4_p0,8.483,3.558
48_2_5_p0,9.076,4.783
48_2_6_p0,1.916,4.023
48_2_7_p0,7.286,4.848
48_2_8_p0,5.838,5.941
48_2_9_p0,3.974,2.036
48_2_10_p0,2.786,3.191
48_2_11_p0,9.381,5.99
48_2_12_p0,1.647,7.074
48_2_13_p0,2.336,7.409
48_2_14_p0,1.815,2.485
48_2_15_p0,1.335,2.376
48_2_18_p1,5.362,1.438
48_2_19_p1,2.109,2.131
48_2_20_p1,7.797,1.639
48_2_21_p1,19.61,1.506
48_2_22_p1,5.901,0.937
48_2_23_p1,4.142,0.245
48_2_24_p1,15.535,1.308
48_2_25_p1,5.745,0.185
48_2_26_p1,2.314,1.499
48_2_27_p1,8.001,0.246
48_2_28_p1,4.502,0.277
48_2_29_p1,2.72,1.545
48_2_30_p1,2.892,0.179
48_2_31_p1,6.354,0.959
48_2_32_p1,2.883,1.21
48_2_33_p1,4.431,1.396
48_2_37_p0,1.453,1.939
48_2_38_p0,1.683,1.659
48_2_39_p0,1.323,0.194
48_2_40_p0,0.972,2.951
48_2_41_p0,0.908,4.79
48_2_42_p0,1.837,1.918
48_2_43_p0,1.791,0.26
48_2_44_p0,8.679,1.975
48_2_45_p0,2.144,2.502
48_2_46_p0,1.526,1.719
48_2_51_p1,6.103,1.464
48_2_52_p1,13.913,1.005
48_2_53_p1,6.676,6.991
48_2_54_p1,2.148,1.532
48_2_55_p1,3.578,1.275
48_2_56_p1,6.896,0.259
48_2_57_p1,1.903,1.052
48_2_58_p1,2.227,1.057
48_2_59_p1,1.988,1.194
48_2_60_p1,2.988,1.21
48_2_61_p1,11.934,0.292
48_2_62_p1,5.334,1.602
48_2_63_p1,2.376,1.63
48_2_68_p0,1.391,2.253
48_2_69_p0,1.072,1.535
48_2_70_p0,8.667,2.707
48_2_71_p0,11.207,3.208
48_2_72_p0,13.839,4.555
48_2_73_p0,2.309,4.714
48_2_74_p0,3.402,3.578
48_2_75_p0,1.797,1.479
48_2_76_p0,6.691,6.435
48_2_77_p0,4.97,3.495
48_2_78_p0,2.556,1.172
48_2_79_p0,8.667,6.113
48_2_80_p0,1.513,2.006
48_2_81_p0,5.399,6.275
48_2_82_p0,1.662,3.331
48_2_87_p1,3.161,1.402
48_2_88_p1,6.725,0.999
48_2_89_p1,5.164,2.382
48_2_90_p1,4.594,1.013
48_2_91_p1,5.023,1.075
48_2_92_p1,3.928,1.588
48_2_93_p1,2.421,1.175
48_2_94_p1,2.735,4.157
48_2_95_p1,11.31,0.365
48_2_96_p1,5.559,0.777
48_2_97_p1,3.712,6.027
48_2_98_p1,9.029,0.485
48_2_99_p1,3.478,0.816
48_2_100_p1,12.585,1.526
48_2_101_p1,4.145,1.15
48_2_102_p1,10.035,0.381
49_2_4_p0,0.979,7.832
49_2_5_p0,2.571,1.844
49_2_6_p0,5.696,2.889
49_2_7_p0,1.466,2.638
49_2_8_p0,2.069,2.756
49_2_9_p0,1.397,3.56
49_2_10_p0,1.077,1.173
49_2_11_p0,1.154,3.676
49_2_12_p0,1.783,3.27
49_2_13_p0,5.545,3.268
49_2_14_p0,3.331,2.862
49_2_15_p0,3.913,9.348
49_2_16_p0,1.469,3.519
49_2_17_p0,2.001,2.915
49_2_24_p1,5.541,7.593
49_2_25_p1,2.069,1.082
49_2_26_p1,2.802,1.995
49_2_27_p1,6.544,7.007
49_2_28_p1,6.319,10.48
49_2_29_p1,2.089,14.239
49_2_30_p1,1.587,3.253
49_2_31_p1,6.401,1.047
49_2_32_p1,6.592,3.424
49_2_33_p1,2.07,5.283
49_2_34_p1,8.097,6.771
49_2_35_p1,2.064,2.774
49_2_36_p1,18.016,2.097
49_2_37_p1,2.081,1.282
49_2_38_p1,2.042,2.256
49_2_39_p1,2.072,4.634
49_2_40_p1,2.01,6.104
49_2_41_p1,7.737,4.975
49_2_42_p1,1.475,4.042
49_2_45_p0,2.985,2.237
49_2_46_p0,1.075,1.359
49_2_47_p0,3.167,3.133
49_2_48_p0,2.054,3.136
49_2_49_p0,1.188,2.203
49_2_50_p0,0.98,2.894
49_2_51_p0,1.873,2.777
49_2_52_p0,2.605,3.649
49_2_55_p1,6.501,2.833
49_2_56_p1,2.811,2.267
49_2_57_p1,1.501,2.102
49_2_58_p1,1.296,4.596
49_2_59_p1,1.123,1.87
49_2_60_p1,4.296,1.528
49_2_61_p1,2.365,2.416
49_2_62_p1,1.338,0.979
49_2_63_p1,9.445,6.848
49_2_64_p1,2.348,2.407
49_2_65_p1,1.134,1.922
49_2_66_p1,1.79,1.648
49_2_70_p0,3.389,2.256
49_2_71_p0,1.578,1.543
49_2_72_p0,0.964,3.036
49_2_73_p0,1.241,5.383
49_2_74_p0,1.202,2.369
49_2_75_p0,1.147,1.87
49_2_76_p0,1.381,3.592
49_2_77_p0,2.173,1.193
49_2_78_p0,0.945,2.393
49_2_79_p0,1.002,2.221
49_2_83_p1,5.621,2.157
49_2_84_p1,1.378,1.365
49_2_85_p1,1.297,2.118
49_2_86_p1,1.478,1.819
49_2_87_p1,2.456,2.611
49_2_88_p1,4.322,2.357
49_2_89_p1,2.076,2.564
49_2_90_p1,1.783,1.96
49_2_91_p1,1.924,1.441
49_2_92_p1,2.574,2.479
49_2_93_p1,6.267,2.721
49_2_94_p1,1.852,1.441
49_2_95_p1,3.07,1.054
49_2_96_p1,2.155,1.708
49_2_97_p1,2.108,2.628
4_2_4_p0,6.16,4.332
4_2_5_p0,2.708,2.877
4_2_6_p0,4.054,2.286
4_2_7_p0,4.894,2.044
4_2_8_p0,10.925,1.592
4_2_9_p0,7.993,2.395
4_2_10_p0,1.885,1.204
4_2_11_p0,4.856,2.48
4_2_12_p0,3.516,3.139
4_2_13_p0,5.285,2.523
4_2_14_p0,4.242,1.684
4_2_15_p0,9.42,2.129
4_2_21_p1,3.155,4.94
4_2_22_p1,2.302,3.751
4_2_23_p1,9.575,5.738
4_2_24_p1,15.71,2.634
4_2_25_p1,4.57,5.498
4_2_26_p1,6.334,4.261
4_2_27_p1,2.547,4.319
4_2_28_p1,10.519,3.054
4_2_29_p1,2.119,2.362
4_2_30_p1,2.242,3.601
4_2_31_p1,2.175,1.937
4_2_32_p1,2.728,2.664
4_2_33_p1,1.556,3.121
4_2_38_p0,6.332,3.146
4_2_39_p0,1.875,2.547
4_2_40_p0,2.062,2.276
4_2_41_p0,6.574,1.527
4_2_42_p0,5.049,1.413
4_2_43_p0,9.324,2.864
4_2_44_p0,2.33,1.762
4_2_45_p0,2.275,4.231
4_2_46_p0,4.573,3.472
4_2_47_p0,1.483,1.521
4_2_48_p0,5.989,1.068
4_2_49_p0,11.521,3.003
4_2_50_p0,1.387,0.919
4_2_51_p0,1.257,2.459
4_2_52_p0,3.933,1.099
4_2_53_p0,5.625,1.15
4_2_54_p0,2.527,1.5
4_2_61_p1,2.798,3.98
4_2_62_p1,1.562,4.531
4_2_63_p1,3.459,2.644
4_2_64_p1,5.041,4.981
4_2_65_p1,3.424,7.06
4_2_66_p1,4.477,1.034
4_2_67_p1,3.368,1.976
4_2_68_p1,5.918,3.152
4_2_69_p1,5.129,1.728
4_2_70_p1,2.018,2.534
4_2_71_p1,3.946,5.451
4_2_72_p1,6.231,2.449
4_2_73_p1,2.937,2.182
4_2_74_p1,7.466,3.929
4_2_75_p1,11.589,3.262
4_2_76_p1,2.942,2.752
4_2_77_p1,3.947,4.978
4_2_78_p1,2.762,3.158
4_2_79_p1,2.347,2.861
4_2_86_p0,7.241,2.22
4_2_87_p0,6.902,2.577
4_2_88_p0,8.33,1.805
4_2_89_p0,7.92,1.179
4_2_90_p0,2.826,2.905
4_2_91_p0,2.587,1.275
4_2_92_p0,14.684,1.443
4_2_93_p0,8.482,3.051
4_2_94_p0,10.228,1.072
4_2_95_p0,13.882,1.741
4_2_96_p0,2.65,1.942
4_2_97_p0,4.894,1.891
4_2_98_p0,2.462,1.595
4_2_99_p0,4.598,1.97
4_2_102_p1,1.761,5.436
4_2_103_p1,4.432,3.161
4_2_104_p1,2.467,3.077
4_2_105_p1,9.147,4.557
4_2_106_p1,2.281,4.876
4_2_107_p1,2.502,3.591
4_2_108_p1,1.655,3.274
4_2_109_p1,1.744,4.123
50_2_6_p0,4.083,2.875
50_2_7_p0,4.354,3.534
50_2_8_p0,3.625,16.742
50_2_9_p0,9.643,7.299
50_2_10_p0,4.5,8.322
50_2_11_p0,8.82,2.901
50_2_12_p0,4.44,4.186
50_2_13_p0,3.369,4.084
50_2_14_p0,4.076,4.013
50_2_15_p0,2.515,2.22
50_2_16_p0,3.264,4.581
50_2_17_p0,12.969,1.562
50_2_18_p0,11.165,11.341
50_2_23_p1,10.977,3.473
50_2_24_p1,31.362,7.111
50_2_25_p1,3.909,4.553
50_2_26_p1,3.012,8.717
50_2_27_p1,6.923,4.852
50_2_28_p1,2.867,8.54
50_2_29_p1,13.723,7.004
50_2_30_p1,2.404,2.367
50_2_31_p1,7.533,5.656
50_2_32_p1,2.574,2.683
50_2_33_p1,2.09,3.346
50_2_34_p1,2.788,2.861
50_2_35_p1,6.853,2.068
50_2_36_p1,4.783,6.501
50_2_37_p1,15.91,2.403
50_2_38_p1,10.503,6.052
50_2_44_p0,3.83,2.344
50_2_45_p0,3.966,1.218
50_2_46_p0,4.463,1.992
50_2_47_p0,5.304,2.195
50_2_48_p0,3.675,1.066
50_2_49_p0,5.258,7.615
50_2_50_p0,8.512,0.794
50_2_51_p0,16.448,1.367
50_2_52_p0,4.409,5.979
50_2_53_p0,2.99,4.251
50_2_54_p0,4.489,2.033
50_2_55_p0,4.355,2.584
50_2_56_p0,3.974,0.761
50_2_57_p0,7.441,1.986
50_2_58_p0,3.676,5.805
50_2_59_p0,12.201,7.718
50_2_60_p0,16.857,0.892
50_2_63_p1,1.945,1.886
50_2_64_p1,7.485,2.457
50_2_65_p1,3.326,1.759
50_2_66_p1,4.962,6.829
50_2_67_p1,12.075,5.659
50_2_68_p1,17.747,2.805
50_2_69_p1,2.086,2.269
50_2_70_p1,16.613,5.75
50_2_71_p1,3.469,2.143
50_2_72_p1,1.827,2.457
50_2_73_p1,12.17,5.972
50_2_74_p1,2.671,2.946
50_2_75_p1,2.943,6.119
50_2_76_p1,2.979,12.8
50_2_77_p1,9.598,5.142
50_2_78_p1,8.554,8.398
50_2_79_p1,2.97,4.614
50_2_83_p0,1.961,3.051
50_2_84_p0,3.595,2.487
50_2_85_p0,2.256,2.068
50_2_86_p0,3.94,0.418
50_2_87_p0,3.248,2.807
50_2_88_p0,2.508,2.467
50_2_89_p0,7.943,3.722
50_2_90_p0,3.593,4.999
50_2_91_p0,8.2,3.709
50_2_92_p0,3.835,1.371
50_2_93_p0,1.728,3.856
50_2_94_p0,2.949,1.074
50_2_95_p0,2.829,1.938
50_2_100_p1,2.105,2.751
50_2_101_p1,1.903,3.064
50_2_102_p1,3.403,2.432
50_2_103_p1,4.319,2.205
50_2_104_p1,5.052,2.175
50_2_105_p1,3.799,5.919
50_2_106_p1,3.986,1.882
50_2_107_p1,11.988,1.723
50_2_108_p1,2.06,1.459
50_2_109_p1,2.348,3.683
50_2_110_p1,2.407,1.466
50_2_111_p1,2.446,1.939
50_2_112_p1,3.407,2.124
50_2_113_p1,3.659,1.14
51_2_5_p0,3.818,2.028
51_2_6_p0,3.685,0.937
51_2_7_p0,8.862,2.5
51_2_8_p0,2.972,2.432
51_2_9_p0,3.511,2.665
51_2_10_p0,2.396,0.755
51_2_11_p0,4.406,1.449
51_2_12_p0,5.197,2.392
51_2_13_p0,2.019,0.192
51_2_14_p0,8.84,2.056
51_2_15_p0,7.682,2.03
51_2_16_p0,8.418,0.761
51_2_17_p0,2.285,1.111
51_2_18_p0,4.343,2.939
51_2_19_p0,14.975,1.453
51_2_20_p0,4.445,1.528
51_2_21_p0,2.725,2.364
51_2_22_p0,5.834,1.492
51_2_23_p0,1.261,1.749
51_2_29_p1,3.121,9.379
51_2_30_p1,2.73,19.99
51_2_31_p1,22.661,4.889
51_2_32_p1,2.633,4.676
51_2_33_p1,3.919,3.809
51_2_34_p1,6.943,4.343
51_2_35_p1,3.406,2.632
51_2_36_p1,1.565,6.083
51_2_37_p1,2.457,4.439
51_2_38_p1,3.005,0.861
51_2_39_p1,2.266,2.159
51_2_40_p1,2.459,1.743
51_2_41_p1,1.792,3.107
51_2_47_p0,3.556,1.936
51_2_48_p0,5.433,2.253
51_2_49_p0,5.893,2.325
51_2_50_p0,2.393,1.002
51_2_51_p0,1.709,2.334
51_2_52_p0,2.076,1.243
51_2_53_p0,2.948,0.472
51_2_54_p0,3.593,2.021
51_2_55_p0,2.022,1.834
51_2_56_p0,2.082,1.408
51_2_57_p0,1.889,1.66
51_2_58_p0,2.835,2.449
51_2_62_p1,2.235,4.302
51_2_63_p1,3.205,0.972
51_2_64_p1,4.152,3.748
51_2_65_p1,1.955,3.282
51_2_66_p1,2.663,2.285
51_2_67_p1,4.227,2.311
51_2_68_p1,12.088,1.831
51_2_69_p1,1.78,4.033
51_2_70_p1,2.987,2.921
51_2_71_p1,3.287,4.327
51_2_72_p1,2.031,3.795
51_2_73_p1,2.223,3.785
51_2_74_p1,1.767,1.911
51_2_75_p1,1.671,6.654
51_2_79_p0,1.044,2.89
51_2_80_p0,3.004,1.929
51_2_81_p0,0.962,1.74
51_2_82_p0,2.307,1.517
51_2_83_p0,3.189,1.576
51_2_84_p0,1.583,1.555
51_2_85_p0,1.942,1.797
51_2_86_p0,3.681,1.605
51_2_87_p0,1.695,1.509
51_2_92_p1,1.936,2.962
51_2_93_p1,1.15,1.411
51_2_94_p1,2.1,2.408
51_2_95_p1,1.366,0.793
51_2_96_p1,2.762,1.352
51_2_97_p1,1.88,0.867
51_2_98_p1,6.674,2.033
51_2_99_p1,1.678,2.344
51_2_100_p1,2.215,2.077
51_2_101_p1,1.558,1.864
51_2_102_p1,3.136,1.998
52_2_2_p0,1.347,3.44
52_2_3_p0,2.959,2.762
52_2_4_p0,1.49,3.269
52_2_5_p0,1.989,2.505
52_2_6_p0,5.537,5.144
52_2_7_p0,1.648,3.257
52_2_8_p0,2.484,2.568
52_2_9_p0,1.589,1.835
52_2_10_p0,1.672,1.744
52_2_15_p1,5.449,3.291
52_2_16_p1,5.557,1.135
52_2_17_p1,4.185,10.355
52_2_18_p1,3.078,2.735
52_2_19_p1,3.351,0.95
52_2_20_p1,4.455,2.013
52_2_21_p1,3.518,2.014
52_2_22_p1,2.614,2.336
52_2_23_p1,3.59,3.052
52_2_24_p1,1.874,3.099
52_2_29_p0,4.625,2.116
52_2_30_p0,1.129,0.901
52_2_31_p0,1.54,4.788
52_2_32_p0,1.232,2.326
52_2_33_p0,8.195,0.956
52_2_34_p0,1.0,1.768
52_2_35_p0,9.337,3.502
52_2_36_p0,1.124,2.231
52_2_37_p0,5.849,2.821
52_2_38_p0,3.291,2.475
52_2_39_p0,3.653,1.952
52_2_40_p0,3.653,3.726
52_2_41_p0,1.323,3.276
52_2_42_p0,6.168,2.21
52_2_43_p0,1.966,3.725
52_2_44_p0,1.808,2.028
52_2_45_p0,1.433,1.282
52_2_48_p1,2.411,4.177
52_2_49_p1,2.049,4.401
52_2_50_p1,5.117,3.754
52_2_51_p1,3.285,2.116
52_2_52_p1,2.82,0.775
52_2_53_p1,2.847,2.627
52_2_54_p1,13.33,4.58
52_2_55_p1,3.927,1.022
52_2_56_p1,4.859,3.976
52_2_57_p1,15.816,2.787
52_2_58_p1,5.026,0.409
52_2_59_p1,3.969,2.301
52_2_60_p1,2.675,0.926
52_2_61_p1,4.507,3.483
52_2_62_p1,6.043,5.382
52_2_63_p1,3.322,0.701
52_2_64_p1,2.121,0.26
52_2_67_p0,5.642,2.494
52_2_68_p0,1.239,2.251
52_2_69_p0,1.196,1.595
52_2_70_p0,1.791,3.064
52_2_71_p0,1.837,1.177
52_2_72_p0,1.577,2.287
52_2_73_p0,4.997,4.979
52_2_74_p0,1.629,1.348
52_2_75_p0,0.966,1.337
52_2_76_p0,1.026,3.978
52_2_77_p0,2.095,3.404
52_2_78_p0,1.491,4.165
52_2_79_p0,1.046,2.718
52_2_84_p1,3.625,3.836
52_2_85_p1,6.595,4.385
52_2_86_p1,2.769,5.231
52_2_87_p1,1.603,2.106
52_2_88_p1,4.367,3.354
52_2_89_p1,2.955,0.833
52_2_90_p1,2.541,4.685
52_2_91_p1,2.554,1.514
52_2_92_p1,1.861,1.896
52_2_93_p1,5.822,2.836
52_2_94_p1,3.821,1.627
52_2_95_p1,5.615,1.7
52_2_96_p1,8.328,0.493
52_2_97_p1,2.166,4.954
53_2_6_p0,3.29,1.425
53_2_7_p0,15.443,1.994
53_2_8_p0,10.672,14.023
53_2_9_p0,12.187,7.818
53_2_10_p0,2.136,1.495
53_2_11_p0,1.979,3.288
53_2_12_p0,1.914,2.518
53_2_13_p0,2.478,2.946
53_2_14_p0,2.447,1.963
53_2_15_p0,2.103,2.91
53_2_16_p0,2.144,2.359
53_2_19_p1,1.643,1.857
53_2_20_p1,1.915,2.568
53_2_21_p1,3.226,0.691
53_2_22_p1,2.177,2.475
53_2_23_p1,1.804,1.026
53_2_24_p1,2.809,2.581
53_2_25_p1,2.082,0.253
53_2_26_p1,3.775,0.644
53_2_27_p1,2.14,2.491
53_2_28_p1,4.117,0.83
53_2_29_p1,2.498,0.273
53_2_30_p1,1.611,1.993
53_2_31_p1,1.343,1.852
53_2_38_p0,2.479,5.15
53_2_39_p0,11.706,1.411
53_2_40_p0,2.566,4.178
53_2_41_p0,3.208,6.789
53_2_42_p0,2.185,2.47
53_2_43_p0,25.738,3.559
53_2_44_p0,1.194,2.324
53_2_45_p0,15.075,5.388
53_2_46_p0,4.092,3.345
53_2_47_p0,4.612,2.864
53_2_48_p0,2.236,6.955
53_2_49_p0,11.03,8.817
53_2_50_p0,28.263,4.107
53_2_51_p0,12.487,2.927
53_2_52_p0,2.087,6.307
53_2_53_p0,2.601,8.471
53_2_54_p0,5.659,4.149
53_2_61_p1,5.145,2.175
53_2_62_p1,15.591,3.495
53_2_63_p1,1.479,0.554
53_2_64_p1,11.385,7.513
53_2_65_p1,5.503,3.477
53_2_66_p1,5.716,6.398
53_2_67_p1,1.17,7.848
53_2_68_p1,1.203,6.158
53_2_69_p1,4.524,3.578
53_2_70_p1,1.814,1.899
53_2_71_p1,8.416,4.639
53_2_72_p1,3.597,2.284
53_2_73_p1,2.282,0.629
53_2_74_p1,6.878,0.925
53_2_79_p0,15.613,1.414
53_2_80_p0,7.744,5.649
53_2_81_p0,3.083,3.991
53_2_82_p0,3.023,2.779
53_2_83_p0,2.328,2.098
53_2_84_p0,7.554,6.403
53_2_85_p0,15.242,2.66
53_2_86_p0,2.458,1.349
53_2_87_p0,4.515,2.037
53_2_88_p0,1.212,2.84
53_2_89_p0,2.602,2.844
53_2_90_p0,1.739,3.532
53_2_91_p0,1.59,4.237
53_2_92_p0,2.502,4.762
53_2_96_p1,1.12,2.565
53_2_97_p1,1.478,1.657
53_2_98_p1,0.926,0.722
53_2_99_p1,1.51,1.962
53_2_100_p1,1.633,2.141
53_2_101_p1,1.119,1.047
53_2_102_p1,1.678,2.735
53_2_103_p1,2.374,8.389
53_2_104_p1,2.857,9.604
53_2_105_p1,3.096,0.914
53_2_106_p1,1.279,3.334
53_2_107_p1,7.685,0.637
53_2_108_p1,3.615,0.971
53_2_109_p1,1.533,2.235
54_2_2_p0,1.33,2.147
54_2_3_p0,7.653,1.456
54_2_4_p0,10.716,0.688
54_2_5_p0,8.432,0.194
54_2_6_p0,13.726,3.253
54_2_7_p0,0.781,1.98
54_2_8_p0,5.108,2.461
54_2_9_p0,2.638,2.249
54_2_10_p0,1.356,2.791
54_2_11_p0,3.617,2.165
54_2_15_p1,3.527,2.684
54_2_16_p1,4.894,2.818
54_2_17_p1,7.762,3.266
54_2_18_p1,9.224,4.588
54_2_19_p1,2.883,3.155
54_2_20_p1,3.024,2.872
54_2_21_p1,6.325,1.771
54_2_22_p1,3.621,3.179
54_2_23_p1,14.042,3.619
54_2_24_p1,3.946,3.189
54_2_25_p1,2.225,2.069
54_2_26_p1,7.141,3.145
54_2_27_p1,14.95,1.655
54_2_28_p1,20.788,7.879
54_2_29_p1,1.982,3.288
54_2_33_p0,1.727,1.884
54_2_34_p0,2.959,1.975
54_2_35_p0,1.479,1.324
54_2_36_p0,10.003,2.269
54_2_37_p0,1.47,0.765
54_2_38_p0,6.643,1.919
54_2_39_p0,1.539,1.831
54_2_40_p0,1.376,2.875
54_2_41_p0,1.355,1.988
54_2_42_p0,2.386,2.143
54_2_48_p1,2.676,1.98
54_2_49_p1,3.158,1.997
54_2_50_p1,7.928,1.024
54_2_51_p1,12.649,14.829
54_2_52_p1,4.012,0.844
54_2_53_p1,6.259,1.57
54_2_54_p1,5.62,2.485
54_2_55_p1,2.712,2.918
54_2_56_p1,4.534,5.368
54_2_57_p1,5.426,1.417
54_2_58_p1,3.71,4.587
54_2_59_p1,2.951,2.666
54_2_66_p0,6.567,2.733
54_2_67_p0,1.145,0.866
54_2_68_p0,17.922,1.408
54_2_69_p0,3.729,2.328
54_2_70_p0,3.539,1.632
54_2_71_p0,6.728,1.288
54_2_72_p0,1.691,3.399
54_2_73_p0,2.951,0.601
54_2_74_p0,11.468,3.045
54_2_75_p0,6.644,0.594
54_2_76_p0,73.884,1.5
54_2_77_p0,21.953,3.652
54_2_78_p0,11.45,0.534
54_2_79_p0,8.768,0.473
54_2_80_p0,1.709,3.522
54_2_81_p0,3.192,0.44
54_2_86_p1,10.959,7.251
54_2_87_p1,6.612,2.025
54_2_88_p1,13.547,0.943
54_2_89_p1,2.898,3.716
54_2_90_p1,5.806,2.243
54_2_91_p1,2.741,0.367
54_2_92_p1,4.269,4.486
54_2_93_p1,3.036,0.881
54_2_94_p1,33.85,1.473
54_2_95_p1,5.748,16.442
54_2_96_p1,5.453,0.881
54_2_97_p1,6.591,0.411
54_2_98_p1,3.098,4.287
54_2_99_p1,2.897,0.81
54_2_100_p1,3.577,3.074
54_2_101_p1,2.952,0.406
54_2_102_p1,5.149,28.05
54_2_103_p1,5.247,11.28
54_2_104_p1,3.97,17.949
54_2_105_p1,3.824,1.799
55_2_2_p0,2.946,2.506
55_2_3_p0,3.189,3.008
55_2_4_p0,5.538,2.867
55_2_5_p0,5.095,2.692
55_2_6_p0,5.977,2.834
55_2_7_p0,4.595,0.44
55_2_8_p0,2.922,0.302
55_2_9_p0,2.835,2.826
55_2_10_p0,4.599,2.484
55_2_11_p0,3.41,0.247
55_2_12_p0,5.293,4.244
55_2_13_p0,5.46,0.352
55_2_14_p0,3.599,0.254
55_2_15_p0,2.539,2.53
55_2_21_p1,1.952,2.179
55_2_22_p1,3.713,1.531
55_2_23_p1,6.279,1.668
55_2_24_p1,2.381,2.684
55_2_25_p1,7.312,1.107
55_2_26_p1,4.185,1.343
55_2_27_p1,3.641,1.954
55_2_28_p1,14.106,1.661
55_2_29_p1,17.923,1.878
55_2_30_p1,2.278,2.439
55_2_31_p1,2.534,2.989
55_2_32_p1,6.84,1.795
55_2_33_p1,4.539,1.371
55_2_34_p1,2.972,2.042
55_2_35_p1,2.641,1.734
55_2_36_p1,1.697,1.326
55_2_37_p1,2.494,1.772
55_2_44_p0,2.059,2.958
55_2_45_p0,1.852,2.782
55_2_46_p0,2.183,0.16
55_2_47_p0,2.851,2.579
55_2_48_p0,2.007,2.253
55_2_49_p0,2.882,5.084
55_2_50_p0,2.402,0.196
55_2_51_p0,2.971,0.206
55_2_52_p0,3.269,4.416
55_2_53_p0,4.941,0.195
55_2_54_p0,3.667,2.947
55_2_55_p0,7.468,1.128
55_2_56_p0,2.526,1.077
55_2_57_p0,4.551,3.563
55_2_58_p0,6.144,1.558
55_2_59_p0,2.726,2.111
55_2_66_p1,1.893,2.349
55_2_67_p1,1.83,9.5
55_2_68_p1,3.011,6.046
55_2_69_p1,7.196,5.408
55_2_70_p1,6.279,6.482
55_2_71_p1,7.632,3.058
55_2_72_p1,2.618,7.004
55_2_73_p1,3.672,3.434
55_2_74_p1,17.202,2.112
55_2_75_p1,4.287,4.494
55_2_76_p1,5.723,2.053
55_2_77_p1,10.306,4.36
55_2_78_p1,6.906,1.509
55_2_79_p1,20.549,1.154
55_2_80_p1,15.585,1.354
55_2_86_p0,2.924,3.083
55_2_87_p0,5.884,0.28
55_2_88_p0,5.547,1.362
55_2_89_p0,3.728,6.493
55_2_90_p0,4.06,1.726
55_2_91_p0,4.309,1.191
55_2_92_p0,2.794,2.565
55_2_93_p0,6.601,0.171
55_2_94_p0,3.915,0.267
55_2_95_p0,3.944,3.591
55_2_96_p0,5.576,0.939
55_2_97_p0,2.71,0.146
55_2_98_p0,4.469,1.453
55_2_99_p0,3.057,0.642
55_2_100_p0,2.715,0.245
55_2_101_p0,3.427,2.28
55_2_102_p0,3.484,2.181
55_2_107_p1,2.407,2.241
55_2_108_p1,6.892,1.574
55_2_109_p1,4.237,2.019
55_2_110_p1,3.068,2.86
55_2_111_p1,2.94,1.808
55_2_112_p1,5.555,2.086
55_2_113_p1,2.137,2.327
55_2_114_p1,3.021,2.301
55_2_115_p1,3.955,2.117
55_2_116_p1,4.991,4.265
55_2_117_p1,2.786,1.259
55_2_118_p1,3.257,2.44
56_2_4_p0,7.84,2.925
56_2_5_p0,3.534,9.549
56_2_6_p0,7.231,15.964
56_2_7_p0,1.971,2.781
56_2_8_p0,13.66,10.975
56_2_9_p0,4.638,19.136
56_2_10_p0,4.132,11.454
56_2_11_p0,2.853,12.783
56_2_12_p0,11.35,0.19
56_2_13_p0,6.805,11.759
56_2_14_p0,3.349,2.281
56_2_15_p0,3.226,13.148
56_2_16_p0,2.172,5.047
56_2_17_p0,2.85,4.379
56_2_18_p0,4.107,8.385
56_2_19_p0,3.4,1.47
56_2_24_p1,5.678,2.211
56_2_25_p1,4.721,0.286
56_2_26_p1,9.836,1.535
56_2_27_p1,6.784,3.623
